Target,Source,p
KAT7,CALCOCO2,0.2
KAT7,CAAP1,0.2
KAT7,ATN1,0.2
KAT7,BARD1,0.2
KAT7,KCTD13,0.2
KAT7,CEP70,0.2
KAT7,CBX8,0.2
KAT7,ING4,0.2
KAT7,DDX11,0.2
KAT7,HOOK2,0.2
KAT7,DVL3,0.2
KAT7,RGL2,0.2
KAT7,PPID,0.2
KAT7,ORC1,0.2
KAT7,POLB,0.2
KAT7,SAT1,0.2
KAT7,RPS10,0.2
KAT7,ZNF165,0.2
KAT7,VIM,0.2
KDM2A,SMAD7,0.2
KDM2A,SMAD3,0.2
KDM5A,VDR,0.2
KDM5A,NR3C1,0.2
KDM5A,LMO2,0.2
KDM5A,ESR1,0.2
KDM5A,TBP,0.2
KDM5A,RARA,0.2
KDM5A,RBL1,0.2
KDM5A,RB1,0.2
KDM5B,PAX9,0.2
KDM5B,FOXG1,0.2
KDM5B,RB1,0.2
KHDRBS1,SMARCA2,0.2
KHDRBS1,SMAD2,0.2
KHDRBS1,RASA1,0.2
KHDRBS1,HNRNPK,0.2
KHDRBS1,CREBBP,0.2
KHDRBS1,CDK1,0.2
KHDRBS1,CBL,0.2
KHDRBS1,BTK,0.2
KHDRBS1,HCK,0.2
KHDRBS1,FNBP4,0.2
KHDRBS1,EMG1,0.2
KHDRBS1,DHX9,0.2
KHDRBS1,GRB2,0.2
KHDRBS1,FYN,0.2
KHDRBS1,GRAP2,0.2
KHDRBS1,GRAP,0.2
KHDRBS1,RAPSN,0.2
KHDRBS1,ITK,0.2
KHDRBS1,LYN,0.2
KHDRBS1,INSR,0.2
KHDRBS1,LCK,0.2
KHDRBS1,JAK3,0.2
KHDRBS1,KHDRBS3,0.2
KHDRBS1,KHDRBS1,0.2
KHDRBS1,PTPN6,0.2
KHDRBS1,PIK3R1,0.2
KHDRBS1,NCK1,0.2
KHDRBS1,MAPK1,0.2
KHDRBS1,PTK6,0.2
KHDRBS1,PLCG1,0.2
KHDRBS1,PRMT1,0.2
KHDRBS1,PLCG2,0.2
KHDRBS1,TUBB3,0.2
KHDRBS1,STUB1,0.2
KHDRBS1,STAT3,0.2
KHDRBS1,SRC,0.2
KHDRBS1,YTHDC1,0.2
KHDRBS1,WBP4,0.2
KHDRBS1,UBA52,0.2
KHDRBS2,PRMT1,0.2
KHDRBS2,KHDRBS3,0.2
KHDRBS2,EWSR1,0.2
KHDRBS2,HNRNPK,0.2
KHDRBS2,GRB2,0.2
KHDRBS2,YTHDC1,0.2
KHSRP,A1CF,0.2
KHSRP,BACE1,0.2
KHSRP,PARN,0.2
KHSRP,EXOSC2,0.2
KLF1,CSNK2A2,0.2
KLF1,CSNK2A1,0.2
KLF1,SMARCB1,0.2
KLF1,PRKACA,0.2
KLF1,FLI1,0.2
KLF1,SMARCC1,0.2
KLF10,SP1,0.2
KLF11,MAPK1,0.2
KLF11,HDAC1,0.2
KLF11,ATXN1,0.2
KLF12,CTBP1,0.2
KLF12,RAI1,0.2
KLF12,EHMT2,0.2
KLF12,UQCRFS1,0.2
KLF12,USP19,0.2
KLF12,ZNF536,0.2
KLF12,ZNF609,0.2
KLF12,ZNF652,0.2
KLF12,UTP18,0.2
KLF12,ZCCHC24,0.2
KLF12,ZNF215,0.2
KLF12,ZMYND10,0.2
KLF12,ZFYVE21,0.2
KLF12,VARS,0.2
KLF12,WNT5A,0.2
KLF12,ZBTB22,0.2
KLF12,VIM,0.2
KLF12,VWA1,0.2
KLF12,RAMP1,0.2
KLF12,UBTF,0.2
KLF12,TTC4,0.2
KLF12,TUBB2B,0.2
KLF12,TUT1,0.2
KLF12,TUBD1,0.2
KLF12,TUSC2,0.2
KLF12,TNIP2,0.2
KLF12,TRAM1,0.2
KLF12,TRIM33,0.2
KLF12,TRMT112,0.2
KLF12,TRPM3,0.2
KLF12,TNPO2,0.2
KLF12,TPSD1,0.2
KLF12,TPSG1,0.2
KLF12,TRAK1,0.2
KLF12,TP53,0.2
KLF12,TPSB2,0.2
KLF12,TPI1,0.2
KLF12,TPSAB1,0.2
KLF12,SPI1,0.2
KLF12,TACC3,0.2
KLF12,THBD,0.2
KLF12,TMEM151B,0.2
KLF12,TAGLN2,0.2
KLF12,TCOF1,0.2
KLF12,TEX2,0.2
KLF12,THAP11,0.2
KLF12,TAPBP,0.2
KLF12,TCF4,0.2
KLF12,TBXAS1,0.2
KLF12,TACC1,0.2
KLF12,STX8,0.2
KLF12,SYNPO,0.2
KLF12,SUPT4H1,0.2
KLF12,STOML2,0.2
KLF12,STRN,0.2
KLF12,STX16,0.2
KLF12,STAB1,0.2
KLF12,RAP2C,0.2
KLF12,SLC28A2,0.2
KLF12,SOCS2,0.2
KLF12,SLC3A2,0.2
KLF12,SLC6A5,0.2
KLF12,SLC6A9,0.2
KLF12,SH3D21,0.2
KLF12,SLC22A17,0.2
KLF12,SIGMAR1,0.2
KLF12,SHOC2,0.2
KLF12,SFXN3,0.2
KLF12,SGSM2,0.2
KLF12,SH3BP1,0.2
KLF12,SELT,0.2
KLF12,SETBP1,0.2
KLF12,SERPINB2,0.2
KLF12,SERPINF1,0.2
KLF12,RARA,0.2
KLF12,RORA,0.2
KLF12,RUNX1T1,0.2
KLF12,SCAMP3,0.2
KLF12,RXRB,0.2
KLF12,RPL22,0.2
KLF12,RTN4,0.2
KLF12,RPS27,0.2
KLF12,RASSF7,0.2
KLF12,RNF44,0.2
KLF12,RNF208,0.2
KLF12,RNF43,0.2
KLF12,RNF220,0.2
KLF12,RNF24,0.2
KLF12,RDH16,0.2
KLF12,RHOG,0.2
KLF12,RECQL4,0.2
KLF12,DDN,0.2
KLF12,DGCR5,0.2
KLF12,EDC4,0.2
KLF12,PRSS2,0.2
KLF12,EED,0.2
KLF12,PRPH,0.2
KLF12,EFNA5,0.2
KLF12,EFNB1,0.2
KLF12,DHRS9,0.2
KLF12,DNMT3A,0.2
KLF12,DOC2B,0.2
KLF12,DYRK1B,0.2
KLF12,DNAH2,0.2
KLF12,CER1,0.2
KLF12,CPNE1,0.2
KLF12,CYHR1,0.2
KLF12,CYR61,0.2
KLF12,DAAM1,0.2
KLF12,DCP1A,0.2
KLF12,CREB3L2,0.2
KLF12,CYB561D2,0.2
KLF12,CSAD,0.2
KLF12,CUL7,0.2
KLF12,CTDNEP1,0.2
KLF12,CTNNB1,0.2
KLF12,CHAD,0.2
KLF12,CLIC3,0.2
KLF12,COL7A1,0.2
KLF12,CNP,0.2
KLF12,COL5A1,0.2
KLF12,COL16A1,0.2
KLF12,CHMP2B,0.2
KLF12,CKAP4,0.2
KLF12,CKLF,0.2
KLF12,CHN2,0.2
KLF12,CHRND,0.2
KLF12,CHRNA9,0.2
KLF12,C16orf58,0.2
KLF12,CA7,0.2
KLF12,CD63,0.2
KLF12,PSD,0.2
KLF12,CDC14A,0.2
KLF12,CDK5,0.2
KLF12,CEP76,0.2
KLF12,CA9,0.2
KLF12,CAMTA2,0.2
KLF12,CCDC85B,0.2
KLF12,CD101,0.2
KLF12,CACNA2D3,0.2
KLF12,CAMK2N1,0.2
KLF12,CALD1,0.2
KLF12,CAMK2G,0.2
KLF12,C16orf59,0.2
KLF12,PSMB8,0.2
KLF12,C2CD2,0.2
KLF12,C1orf54,0.2
KLF12,C1orf61,0.2
KLF12,C1R,0.2
KLF12,PUM1,0.2
KLF12,PYCRL,0.2
KLF12,EIF5,0.2
KLF12,PCSK6,0.2
KLF12,POLR2A,0.2
KLF12,PPIP5K1,0.2
KLF12,PPP2R5E,0.2
KLF12,PRDX4,0.2
KLF12,PRKCD,0.2
KLF12,PPP2CB,0.2
KLF12,PCYOX1L,0.2
KLF12,PIK3R1,0.2
KLF12,POF1B,0.2
KLF12,PIK3R3,0.2
KLF12,PLXND1,0.2
KLF12,PLA2G3,0.2
KLF12,PFDN2,0.2
KLF12,PFKL,0.2
KLF12,PHC2,0.2
KLF12,PDE10A,0.2
KLF12,PEX5,0.2
KLF12,PDE4D,0.2
KLF12,PDGFRB,0.2
KLF12,OBSL1,0.2
KLF12,OXR1,0.2
KLF12,PAK6,0.2
KLF12,PCDH9,0.2
KLF12,PBX3,0.2
KLF12,PCBP4,0.2
KLF12,OLR1,0.2
KLF12,NFE2,0.2
KLF12,NSL1,0.2
KLF12,NXF1,0.2
KLF12,NTRK1,0.2
KLF12,NUDT11,0.2
KLF12,NFKB1,0.2
KLF12,NR3C2,0.2
KLF12,NRG1,0.2
KLF12,NRXN2,0.2
KLF12,NHLH2,0.2
KLF12,NKRF,0.2
KLF12,MMP7,0.2
KLF12,NBEA,0.2
KLF12,NDUFS4,0.2
KLF12,MYBPH,0.2
KLF12,MYH10,0.2
KLF12,MYL3,0.2
KLF12,MPO,0.2
KLF12,MTA2,0.2
KLF12,MCHR1,0.2
KLF12,MEA1,0.2
KLF12,MID1,0.2
KLF12,MEF2C,0.2
KLF12,MFGE8,0.2
KLF12,LRRC20,0.2
KLF12,MARCKSL1,0.2
KLF12,MATN4,0.2
KLF12,LYST,0.2
KLF12,MAN1C1,0.2
KLF12,LPP,0.2
KLF12,LOXL1,0.2
KLF12,LONRF1,0.2
KLF12,EIF5A,0.2
KLF12,GZMK,0.2
KLF12,LAX1,0.2
KLF12,LDB1,0.2
KLF12,LIMK1,0.2
KLF12,LFNG,0.2
KLF12,LGALS4,0.2
KLF12,KRT4,0.2
KLF12,KLC2,0.2
KLF12,KRT32,0.2
KLF12,KLF13,0.2
KLF12,KLK13,0.2
KLF12,HDAC9,0.2
KLF12,IMP3,0.2
KLF12,KANK2,0.2
KLF12,KCNH6,0.2
KLF12,KIAA0408,0.2
KLF12,KCNMB2,0.2
KLF12,IP6K1,0.2
KLF12,JMJD1C,0.2
KLF12,JPH3,0.2
KLF12,IQSEC1,0.2
KLF12,ITSN2,0.2
KLF12,IRF9,0.2
KLF12,IRX4,0.2
KLF12,HS3ST1,0.2
KLF12,IKZF4,0.2
KLF12,IL18BP,0.2
KLF12,HSD17B4,0.2
KLF12,HTRA2,0.2
KLF12,IGFALS,0.2
KLF12,HOXC4,0.2
KLF12,HOXC5,0.2
KLF12,HNF1A,0.2
KLF12,EMID1,0.2
KLF12,GADD45A,0.2
KLF12,GRIK3,0.2
KLF12,GALNT14,0.2
KLF12,GPR15,0.2
KLF12,GPS2,0.2
KLF12,GCC1,0.2
KLF12,GPN2,0.2
KLF12,GLI1,0.2
KLF12,GPD2,0.2
KLF12,FANCF,0.2
KLF12,FZD10,0.2
KLF12,GABRA3,0.2
KLF12,FOXN3,0.2
KLF12,FTSJ1,0.2
KLF12,FTL,0.2
KLF12,FBXL15,0.2
KLF12,FGF8,0.2
KLF12,FIBP,0.2
KLF12,FBXO22,0.2
KLF12,FGF16,0.2
KLF12,FBXO9,0.2
KLF12,ARHGAP32,0.2
KLF12,ARHGAP6,0.2
KLF12,BMP3,0.2
KLF12,ENGASE,0.2
KLF12,ESRRG,0.2
KLF12,FAM155A,0.2
KLF12,FAM131A,0.2
KLF12,ARID5B,0.2
KLF12,ARL6IP4,0.2
KLF12,BRS3,0.2
KLF12,BEND5,0.2
KLF12,B4GALT2,0.2
KLF12,BCAM,0.2
KLF12,BACE1,0.2
KLF12,BAHD1,0.2
KLF12,ASIC4,0.2
KLF12,ATP5H,0.2
KLF12,ATP6V0B,0.2
KLF12,ATF7IP,0.2
KLF12,ATP4A,0.2
KLF12,ADNP,0.2
KLF12,APOA2,0.2
KLF12,ADRA2B,0.2
KLF12,ALDH4A1,0.2
KLF12,AMOT,0.2
KLF12,APBB1,0.2
KLF12,ADRB3,0.2
KLF12,AKIRIN1,0.2
KLF12,ADSS,0.2
KLF12,AGA,0.2
KLF12,ADAMTSL2,0.2
KLF12,ACSS3,0.2
KLF12,ACIN1,0.2
KLF13,SERPINH1,0.2
KLF13,CREBBP,0.2
KLF13,PRPF4B,0.2
KLF13,KAT2B,0.2
KLF2,WWP1,0.2
KLF2,EP300,0.2
KLF3,CTBP2,0.2
KLF4,TP53,0.2
KLF4,SP1,0.2
KLF4,KLF6,0.2
KLF4,CREBBP,0.2
KLF4,HDAC5,0.2
KLF4,ELK1,0.2
KLF5,EP300,0.2
KLF5,RARA,0.2
KLF5,CREBBP,0.2
KLF5,PRKCD,0.2
KLF5,GTF2E2,0.2
KLF5,NFKB1,0.2
KLF5,GTF2F2,0.2
KLF5,SET,0.2
KLF6,TP53,0.2
KLF6,SP1,0.2
KLF6,POLA2,0.2
KLF6,PNO1,0.2
KLF6,CELSR2,0.2
KLF6,APOM,0.2
KLF6,KLF4,0.2
KLF6,EHMT2,0.2
KLF6,HDAC3,0.2
KLF6,GTF3C1,0.2
KLF7,FBXO38,0.2
KLF8,FHL3,0.2
KLF8,CTBP2,0.2
KLF9,PGR,0.2
KNTC1,ZWILCH,0.2
L3MBTL1,ETV7,0.2
L3MBTL1,ETV6,0.2
L3MBTL1,CBX3,0.2
L3MBTL1,RB1,0.2
L3MBTL1,HIST1H1B,0.2
L3MBTL1,L3MBTL1,0.2
LDB1,SSBP3,0.2
LDB1,ATXN1,0.2
LDB1,LMO1,0.2
LDB1,LHX3,0.2
LDB1,CTDSP1,0.2
LDB1,ISL1,0.2
LDB1,ESR1,0.2
LDB1,SSBP2,0.2
LDB1,LMO4,0.2
LDB1,LMO3,0.2
LDB1,LMO2,0.2
LDB1,SSBP1,0.2
LDB1,LMX1B,0.2
LDB1,TOLLIP,0.2
LDB2,LMO4,0.2
LEF1,RUNX2,0.2
LEF1,ALX4,0.2
LEF1,PITX2,0.2
LEF1,KPNA2,0.2
LEF1,KPNA1,0.2
LEF1,CDX1,0.2
LEF1,PIAS4,0.2
LEF1,NOTCH1,0.2
LEF1,MITF,0.2
LEF1,SMAD2,0.2
LEF1,UBTF,0.2
LEF1,SMAD1,0.2
LEF1,SMAD3,0.2
LEF1,TLE1,0.2
LHX1,ISL1,0.2
LHX2,CITED2,0.2
LHX2,MSX1,0.2
LHX3,FAM49B,0.2
LHX3,LDB1,0.2
LHX3,ISL1,0.2
LHX3,CITED2,0.2
LHX3,MAP1B,0.2
LHX3,LRRC15,0.2
LHX3,FCGRT,0.2
LHX3,LMO3,0.2
LHX3,LMF1,0.2
LHX3,LMO1,0.2
LHX3,KALRN,0.2
LHX3,LDB2,0.2
LHX3,KRT32,0.2
LHX3,KCNS1,0.2
LHX3,FLI1,0.2
LHX3,IRF9,0.2
LHX3,HOXC13,0.2
LHX3,IL1RAPL1,0.2
LHX3,HRH2,0.2
LHX3,HS3ST2,0.2
LHX3,GZMK,0.2
LHX3,HIVEP3,0.2
LHX3,GAST,0.2
LHX3,GLTSCR1,0.2
LHX3,CYLD,0.2
LHX3,ECM1,0.2
LHX3,EN1,0.2
LHX3,ESR1,0.2
LHX3,EYA1,0.2
LHX3,DMD,0.2
LHX3,DSPP,0.2
LHX3,DENND1B,0.2
LHX3,DIP2C,0.2
LHX3,DIXDC1,0.2
LHX3,CXXC4,0.2
LHX3,CHN2,0.2
LHX3,CLCN5,0.2
LHX3,CDH2,0.2
LHX3,CHAT,0.2
LHX3,CALCOCO1,0.2
LHX3,CACNB2,0.2
LHX3,CADM1,0.2
LHX3,ASF1A,0.2
LHX3,BAZ1A,0.2
LHX3,AP3B1,0.2
LHX3,ARHGAP44,0.2
LHX3,ACVR1,0.2
LHX3,SH2D3C,0.2
LHX3,SHOX2,0.2
LHX3,TMEM115,0.2
LHX3,ZIC3,0.2
LHX3,ZEB2,0.2
LHX3,XYLT2,0.2
LHX3,TMPRSS11E,0.2
LHX3,USP2,0.2
LHX3,TNMD,0.2
LHX3,TNPO1,0.2
LHX3,TP63,0.2
LHX3,SLC18A3,0.2
LHX3,SSBP3,0.2
LHX3,TCF4,0.2
LHX3,SYT1,0.2
LHX3,STT3A,0.2
LHX3,SUPT6H,0.2
LHX3,SLC19A3,0.2
LHX3,SPRED2,0.2
LHX3,SLC6A5,0.2
LHX3,NREP,0.2
LHX3,PPARGC1A,0.2
LHX3,SATB1,0.2
LHX3,SCG2,0.2
LHX3,PSMC6,0.2
LHX3,RASA1,0.2
LHX3,RBM41,0.2
LHX3,POGZ,0.2
LHX3,POU4F1,0.2
LHX3,PGRMC1,0.2
LHX3,PNO1,0.2
LHX3,PID1,0.2
LHX3,PITX2,0.2
LHX3,NUP153,0.2
LHX3,PDE4D,0.2
LHX3,PDZD2,0.2
LHX3,OMD,0.2
LHX3,PACSIN3,0.2
LHX3,MLN,0.2
LHX3,NR2F2,0.2
LHX3,MORC4,0.2
LHX3,NONO,0.2
LHX3,MICALL2,0.2
LHX3,MECOM,0.2
LIMD1,HIPK3,0.2
LIMD1,RPP14,0.2
LMO1,LDB1,0.2
LMO1,GATA3,0.2
LMO1,LYL1,0.2
LMO1,TAL1,0.2
LMO1,NHLH1,0.2
LMO2,TAL1,0.2
LMO2,DAZAP2,0.2
LMO2,SLK,0.2
LMO2,VDR,0.2
LMO2,STAT1,0.2
LMO2,VGF,0.2
LMO2,ELF2,0.2
LMO2,ZDHHC17,0.2
LMO2,LDB1,0.2
LMO2,EHMT2,0.2
LMO2,KDM5A,0.2
LMO2,GATA1,0.2
LMO2,ISL1,0.2
LMO2,GATA3,0.2
LMO2,SMAD2,0.2
LMO2,ZFP36L2,0.2
LMO2,MAPRE3,0.2
LMO2,ZMYND8,0.2
LMO2,MAPRE2,0.2
LMO2,LYL1,0.2
LMO2,RBBP8,0.2
LMO2,ZCCHC2,0.2
LMO2,NHLH1,0.2
LMO2,ZCCHC24,0.2
LMO2,YES1,0.2
LMO2,ZC3H7B,0.2
LMO2,ZBTB20,0.2
LMO2,ZBTB44,0.2
LMO2,WNT8B,0.2
LMO2,XPNPEP2,0.2
LMO2,WNT1,0.2
LMO2,WBP4,0.2
LMO2,SMAD3,0.2
LMO2,TLN1,0.2
LMO2,TRAK1,0.2
LMO2,UNC45A,0.2
LMO2,UROD,0.2
LMO2,VASH1,0.2
LMO2,TRIM15,0.2
LMO2,TTBK2,0.2
LMO2,TUBB3,0.2
LMO2,TUBB4B,0.2
LMO2,TRIM33,0.2
LMO2,TSPAN2,0.2
LMO2,TSC22D3,0.2
LMO2,TNFAIP8,0.2
LMO2,TRADD,0.2
LMO2,TNFRSF11A,0.2
LMO2,TP53,0.2
LMO2,TNFRSF21,0.2
LMO2,TMEM104,0.2
LMO2,TMSB10,0.2
LMO2,SMAD5,0.2
LMO2,SPHK1,0.2
LMO2,TGFBRAP1,0.2
LMO2,TAOK2,0.2
LMO2,TGFB1,0.2
LMO2,TBX19,0.2
LMO2,TFR2,0.2
LMO2,SRGAP3,0.2
LMO2,STK3,0.2
LMO2,STT3A,0.2
LMO2,SRR,0.2
LMO2,STARD13,0.2
LMO2,SSNA1,0.2
LMO2,SSR2,0.2
LMO2,SMAD6,0.2
LMO2,SPAG6,0.2
LMO2,SP4,0.2
LMO2,SOX3,0.2
LMO2,SMAD7,0.2
LMO2,SNW1,0.2
LMO2,SMPD3,0.2
LMO2,PNO1,0.2
LMO2,ROBO1,0.2
LMO2,SH3TC2,0.2
LMO2,SLC6A2,0.2
LMO2,SLC6A9,0.2
LMO2,SLC9A3R2,0.2
LMO2,SLC39A4,0.2
LMO2,SLC39A7,0.2
LMO2,SLC43A1,0.2
LMO2,SIX2,0.2
LMO2,SLC18A2,0.2
LMO2,RORA,0.2
LMO2,SALL1,0.2
LMO2,SH2B3,0.2
LMO2,SEZ6L2,0.2
LMO2,8-Sep,0.2
LMO2,SETBP1,0.2
LMO2,RORC,0.2
LMO2,S100A13,0.2
LMO2,S100A5,0.2
LMO2,RPS25,0.2
LMO2,RPS6KB1,0.2
LMO2,PNPLA6,0.2
LMO2,RABIF,0.2
LMO2,RNF38,0.2
LMO2,RANBP6,0.2
LMO2,RFX1,0.2
LMO2,RBM47,0.2
LMO2,RCE1,0.2
LMO2,RBMS2,0.2
LMO2,POLH,0.2
LMO2,RAB31,0.2
LMO2,RAB5B,0.2
LMO2,RAB1A,0.2
LMO2,PYY2,0.2
LMO2,QSER1,0.2
LMO2,POU3F4,0.2
LMO2,PPA1,0.2
LMO2,PRDM1,0.2
LMO2,PPOX,0.2
LMO2,NRP2,0.2
LMO2,PKIA,0.2
LMO2,PLAGL2,0.2
LMO2,PLEKHG6,0.2
LMO2,PLCL2,0.2
LMO2,PLEC,0.2
LMO2,PDE4A,0.2
LMO2,PHF3,0.2
LMO2,PHOX2B,0.2
LMO2,PIK3CB,0.2
LMO2,PDGFA,0.2
LMO2,PGR,0.2
LMO2,PDSS2,0.2
LMO2,PEF1,0.2
LMO2,NUDT21,0.2
LMO2,OXR1,0.2
LMO2,OXSR1,0.2
LMO2,PCDH11X,0.2
LMO2,PBLD,0.2
LMO2,OMP,0.2
LMO2,NXPH4,0.2
LMO2,OGG1,0.2
LMO2,OBSL1,0.2
LMO2,NDUFA4L2,0.2
LMO2,NPEPPS,0.2
LMO2,NR5A1,0.2
LMO2,NPRL3,0.2
LMO2,NR1H3,0.2
LMO2,NPTX1,0.2
LMO2,NPY5R,0.2
LMO2,NDUFAF3,0.2
LMO2,NEUROG3,0.2
LMO2,NLGN3,0.2
LMO2,NONO,0.2
LMO2,NEBL,0.2
LMO2,NEDD4,0.2
LMO2,NEFM,0.2
LMO2,MTMR10,0.2
LMO2,NAV3,0.2
LMO2,NDP,0.2
LMO2,MYT1,0.2
LMO2,MYO7A,0.2
LMO2,MYOZ3,0.2
LMO2,MPPED2,0.2
LMO2,MKLN1,0.2
LMO2,MOGAT2,0.2
LMO2,LONRF1,0.2
LMO2,MED16,0.2
LMO2,MFF,0.2
LMO2,MICALL2,0.2
LMO2,LRAT,0.2
LMO2,MAB21L2,0.2
LMO2,MATN1,0.2
LMO2,MAX,0.2
LMO2,MAML3,0.2
LMO2,MARK2,0.2
LMO2,MAP4K5,0.2
LMO2,LRP2,0.2
LMO2,LYPLA2,0.2
LMO2,LRP5,0.2
LMO2,LRRC8D,0.2
LMO2,EN1,0.2
LMO2,KPNA3,0.2
LMO2,KRT19,0.2
LMO2,LHX6,0.2
LMO2,LMF1,0.2
LMO2,LIFR,0.2
LMO2,LCAT,0.2
LMO2,ENPEP,0.2
LMO2,IRX4,0.2
LMO2,KCNK3,0.2
LMO2,KIAA0907,0.2
LMO2,ISYNA1,0.2
LMO2,KAT2A,0.2
LMO2,KAZN,0.2
LMO2,KCNF1,0.2
LMO2,ITGA3,0.2
LMO2,KARS,0.2
LMO2,ITGA8,0.2
LMO2,JARID2,0.2
LMO2,HNRNPA0,0.2
LMO2,INHA,0.2
LMO2,IQGAP1,0.2
LMO2,IKZF3,0.2
LMO2,ING3,0.2
LMO2,IL1RL1,0.2
LMO2,IL25,0.2
LMO2,HOXD10,0.2
LMO2,HSPBP1,0.2
LMO2,HTR7P1,0.2
LMO2,HOXA10,0.2
LMO2,EPHA2,0.2
LMO2,EPHA4,0.2
LMO2,GATA2,0.2
LMO2,HIC1,0.2
LMO2,GPR21,0.2
LMO2,GPX4,0.2
LMO2,GRID2,0.2
LMO2,GATA3,0.2
LMO2,GJD2,0.2
LMO2,GDNF,0.2
LMO2,GIF,0.2
LMO2,GDPD3,0.2
LMO2,GFI1,0.2
LMO2,EPOR,0.2
LMO2,FBXO11,0.2
LMO2,FOXA2,0.2
LMO2,FOXO4,0.2
LMO2,FEV,0.2
LMO2,FKBP2,0.2
LMO2,ERBB3,0.2
LMO2,FAM186A,0.2
LMO2,FAM65A,0.2
LMO2,ERP29,0.2
LMO2,ETV2,0.2
LMO2,EIF5,0.2
LMO2,EHBP1L1,0.2
LMO2,EI24,0.2
LMO2,ELF1,0.2
LMO2,ELMO1,0.2
LMO2,DNAJA4,0.2
LMO2,DNMT3A,0.2
LMO2,DUSP5,0.2
LMO2,CHD1,0.2
LMO2,CSDC2,0.2
LMO2,CSF2,0.2
LMO2,DENND2D,0.2
LMO2,DIMT1,0.2
LMO2,DLG4,0.2
LMO2,CYFIP1,0.2
LMO2,CYP26A1,0.2
LMO2,CHD9,0.2
LMO2,COX7C,0.2
LMO2,CDH1,0.2
LMO2,COL4A3,0.2
LMO2,COLEC11,0.2
LMO2,CIDEB,0.2
LMO2,CLU,0.2
LMO2,CNNM2,0.2
LMO2,CNOT3,0.2
LMO2,CLPTM1,0.2
LMO2,CIRBP,0.2
LMO2,CABP2,0.2
LMO2,CD3EAP,0.2
LMO2,CDC42BPA,0.2
LMO2,CDK6,0.2
LMO2,CDK16,0.2
LMO2,CDK5RAP2,0.2
LMO2,CAMSAP2,0.2
LMO2,CCDC85B,0.2
LMO2,CCL27,0.2
LMO2,CCNG2,0.2
LMO2,CAPN1,0.2
LMO2,CCDC82,0.2
LMO2,CA7,0.2
LMO2,C5orf30,0.2
LMO2,C2orf72,0.2
LMO2,C22orf31,0.2
LMO2,C1orf61,0.2
LMO2,APEH,0.2
LMO2,BCL11A,0.2
LMO2,BMP6,0.2
LMO2,BCL6,0.2
LMO2,AQP4,0.2
LMO2,ATP5H,0.2
LMO2,BAD,0.2
LMO2,BCAS2,0.2
LMO2,ASIC4,0.2
LMO2,ATP2C1,0.2
LMO2,ASTN1,0.2
LMO2,ATP2B3,0.2
LMO2,ADCY6,0.2
LMO2,ANGPT1,0.2
LMO2,ADIPOQ,0.2
LMO2,ALX3,0.2
LMO2,AIFM1,0.2
LMO2,AKR1B1,0.2
LMO2,ACADVL,0.2
LMO2,ACTR1A,0.2
LMO2,ABCB7,0.2
LMO2,ABL1,0.2
LMO2,ABCF3,0.2
LMO2,ABCG5,0.2
LMO2,TYMP,0.2
LMO2,PTCH1,0.2
LMO2,PSMC6,0.2
LMO2,PSMC4,0.2
LMO3,HNRNPC,0.2
LMO3,GABPB1,0.2
LMO3,AIMP2,0.2
LMO3,CCDC85B,0.2
LMO3,RALYL,0.2
LMO3,LDB1,0.2
LMO3,KXD1,0.2
LMO3,HNRNPM,0.2
LMO3,PHC2,0.2
LMO3,MBIP,0.2
LMO3,NHLH2,0.2
LMO3,MDFI,0.2
LMO3,ZBTB43,0.2
LMO3,RORA,0.2
LMO4,TINAGL1,0.2
LMO4,TCF21,0.2
LMO4,KPNA1,0.2
LMO4,KIF3B,0.2
LMO4,BRCA1,0.2
LMO4,ITSN1,0.2
LMO4,DDB1,0.2
LMO4,SMAD9,0.2
LMO4,MERTK,0.2
LMO4,LDB2,0.2
LMO4,LDB1,0.2
LMO4,SEC24D,0.2
LMO4,NHLH1,0.2
LMO4,RBBP8,0.2
LMO4,PITPNB,0.2
LMO4,ZNF675,0.2
LMX1B,LDB1,0.2
LMX1B,TCF3,0.2
LRRFIP1,FLII,0.2
LYL1,DRG1,0.2
LYL1,TCF3,0.2
LYL1,LMO1,0.2
LYL1,NFKB1,0.2
LYL1,LMO2,0.2
LZTR1,BMPR1B,0.2
LZTS1,CDC25C,0.2
LZTS1,CDK1,0.2
MAF,JUN,0.2
MAF,FOS,0.2
MAF,CREBBP,0.2
MAF,ETS1,0.2
MAF,EP300,0.2
MAF,MAFG,0.2
MAF,MAF,0.2
MAF,USF2,0.2
MAF,MYB,0.2
MAF,SOX9,0.2
MAF,SMARCA5,0.2
MAFB,JUN,0.2
MAFB,MAFB,0.2
MAFF,PSAP,0.2
MAFF,PRRX1,0.2
MAFF,MAFF,0.2
MAFF,HOXD12,0.2
MAFF,NRF1,0.2
MAFF,NFE2,0.2
MAFF,NFE2L2,0.2
MAFF,NFE2L1,0.2
MAFG,CREBBP,0.2
MAFG,NFE2,0.2
MAFG,CHD3,0.2
MAFG,MED31,0.2
MAFG,HOXD12,0.2
MAFG,MAFG,0.2
MAFG,MAF,0.2
MAFG,PAX6,0.2
MAFG,NFE2L2,0.2
MAFG,NFE2L1,0.2
MAFG,PRRX1,0.2
MAFG,VIM,0.2
MAFG,RBM48,0.2
MAFK,NFE2L1,0.2
MAFK,NFE2,0.2
MAFK,MAFK,0.2
